,Unnamed: 0,title,texte,texte_keyword,keyword_without_ent,keyword_without_stop_word,keywords_lematisations
53,53,Olfactif,"Dans cet S méridien il y avait en dehors de l'odeur habituelle, odeur d'abbés, de décédés, d'œufs, de
geais, de haches, de ci-gîts, de cas, d'ailes, d'aime haine au pet de culs, d'airs détestés, de nus vers, de
doubles vés cés, de hies que scient aides grecs, il y avait une certaine senteur de long cou juvénile, une
certaine perspiration de galon tressé, une certaine âcreté de rogne, une certaine puanteur lâche et
constipée tellement marquées que lorsque deux heures plus tard je passai devant la gare Saint-Lazare je
les reconnus et les identifiai dans le parfum cosmétique, fashionable et tailoresque qui émanait d'un
bouton mal placé. ",odeur habituelle odeur$doubles vés$scient aides grecs$certaine senteur$long cou juvénile,odeur$habituelle$odeur$doubles$vés$scient$aides$grecs$certaine$senteur$long$cou$juvénile,odeur$habituelle$odeur$doubles$vés$scient$aides$grecs$senteur$long$cou$juvénile,odeur$habituel$odeur$double$ver$scier$aide$grec$certain$senteur$long$cou$juvénile$certain$certain$certain
54,54,Gustatif.,"Cet autobus avait un certain goüt. Curieux mais incontestable. Tous les autobus n'ont pas le même goüt.
Ça se dit, mais c'est vrai. Suffit d'en faire l'expérience. Celui-là - un S - pour ne rien cacher - avait une
petite saveur de cacahouète grillée je ne vous dis que ça. La plate-forme avait son fumet spécial, de la
cacahouète non seulement grillée mais encore piétinée. à un mètre soixante au-dessus du tremplin, une
gourmande, mais il ne s'en trouvait pas, aurait pu lécher quelque chose d'un peu suret qui était un cou
d'homme dans sa trentaine. Et à vingt centimètres encore au-dessus, il se présentait au palais exercé la
rare dégustation d'un galon tressé un peu cacaoté. Nous dégustâmes ensuite le chouigne-gueume de la
dispute, les châtaignes de l'irritation, les raisins de la colère et les grappes d'amertume.
Deux heures plus tard nous eümes droit au dessert : un bouton de pardessus… une vraie noisette…",petite saveur$fumet spécial$mètre soixante$vingt centimètres$rare dégustation,petite$saveur$fumet$spécial$mètre$soixante$vingt$centimètres$rare$dégustation,petite$saveur$fumet$spécial$mètre$centimètres$rare$dégustation,petit$saveur$fumet$spécial$mètre$soixant$vingt$centimètre$rare$dégustation
55,55,Tactile. ,"Les autobus sont doux au toucher surtout si on les prend entre les cuisses et qu'on les caresse avec les
deux mains, de la tête vers la queue, du moteur vers la plate-forme. Mais quand on se trouve sur cette
plate-forme alors on perçoit quelque chose de plus âpre et de plus rêche qui est la tôle ou la barre
d'appui, tantôt quelque chose de plus rebondi et de plus élastique qui est une fesse.
Quelquefois il y en a deux, alors on met la phrase au pluriel. On peut aussi saisir un objet tubulaire et
palpitant qui dégurgite des sons idiots, ou bien un ustensile aux spirales tressées plus douces qu'un
chapelet, plus soyeuses qu'un fil de fer barbelé, plus veloutées qu'une corde et plus menues qu'un
câble.Ou bien encore on peut toucher du doigt la connerie humaine, légèrement visqueuse et gluante, à
cause de la chaleur.
Puis si l'on patiente une heure ou deux, alors devant une gare raboteuse, on peut tremper sa main tiède
dans l'exquise fraîcheur d'un bouton de corozo qui n'est pas à sa place.",deux mains$objet tubulaire$sons idiots$connerie humaine$gare raboteuse,deux$mains$objet$tubulaire$sons$idiots$connerie$humaine$gare$raboteuse,mains$objet$tubulaire$sons$idiots$connerie$humaine$gare$raboteuse,deux$main$deux$objet$tubulaire$son$idiot$connerie$humain$deux$gare$raboteux
56,56,Visuel. ,"Dans l'ensemble c'est vert avec un toit blanc, allongé, avec des vitres. C'est pas le premier venu qui
pourrait faire ça, des vitres. La plate-forme c'est sans couleur, c'est moitié gris moitié marron si l'on veut.
C'est surtout plein de courbes, des tas d'S pour ainsi dire. Mais à midi comme ça, heure d'affluence, c'est
un drôle d'enchevêtrement. Pour bien faire faudrait étirer hors du magma un rectangle d'ocre pâle, y
planter au bout un ovale pâle ocre et là-dessus coller dans les ocres foncés un galurin que cernerait une
tresse de terre de
Sienne brülée et entremêlée par-dessus le marché. Puis on t'y foutrait une tache caca d'oie pour
représenter la rage, un triangle rouge pour exprimer la colère et une pissée de vert pour rendre la bile
rentrée et la trouille foireuse.
Après ça on te dessinerait un de ces jolis petits mignons de pardingues bleu marine avec, en haut, juste
en dessous de l'échancrure, un joli mignon bouton dessiné au petit quart de poil. 
",toit blanc$moitié gris moitié marron$ocre pâle$ovale pâle ocre$tache caca,toit$blanc$moitié$gris$moitié$marron$ocre$pâle$ovale$pâle$ocre$tache$caca,toit$blanc$moitié$gris$moitié$marron$ocre$pâle$ovale$pâle$ocre$tache$caca,toit$blanc$moitier$gris$moitié$marron$ocre$pâle$ovale$pâle$ocre$tache$cacer
57,57,Auditif. ,"Coinquant et pétaradant, l'S vint crisser le long du trottoir silencieux. Le trombone du soleil bémolisait
midi. Les piétons, braillantes cornemuses, clamaient leurs numéros. Quelques-uns montèrent d'un demiton, ce qui suffit pour les emporter vers la porte Champerret aux chantantes arcades. Parmi les élus
haletants, figurait un tuyau de clarinette à qui les malheurs des temps avaient donné forme humaine et la
perversité d'un chapelier pour porter sur la timbale un instrument qui ressemblait à une guitare qui aurait
tressé ses cordes pour s'en faire une ceinture. Soudain au milieu d'accords en mineur de voyageurs
entreprenants et de voyajrices consentantes et des trémolos bêlants du receveur rapace éclate une
cacophonie burlesque où la rage de la contrebasse se mêle à l'irritation de la trompette et à la frousse du
basson.
Puis, après soupir, silence, pause et double-pause, éclate la mélodie triomphante d'un bouton en train de
passer à l'octave supérieure.",trottoir silencieux$chantantes arcades$forme humaine$voyageurs entreprenants$receveur rapace,trottoir$silencieux$chantantes$arcades$forme$humaine$voyageurs$entreprenants$receveur$rapace,trottoir$silencieux$chantantes$arcades$forme$humaine$voyageurs$entreprenants$receveur$rapace,trottoir$silencieux$chantant$arcade$forme$humain$voyageur$entreprenant$receveur$rapace
58,58,Télégraphique ,"BUS BONDÉ STOP JNHOMME LONG COU CHAPEAU CERCLE TRESSÉ APOSTROPHE VOYAGEUR
INCONNU SANS PRÉTEXTE VALABLE STOP QUESTION DOIGTS PIEDS FROISSÉS CONTACT
TALON PRÉTENDU VOLONTAIRE STOP JNHOMME ABANDONNE DISCUSSION POUR PLACE
LIBRE STOP QUATORZE HEURES PLACE ROME JNHOMME ÉCOUTE CONSEILS
VESTIMENTAIRES CAMARADE STOP DÉPLACER BOUTON STOP SIGNÉ ARCTURUS.",jnhomme$place$long cou chapeau cercle$apostrophe voyageur inconnu$prétexte valable stop question doigts pieds,jnhomme$place$long$cou$chapeau$cercle$apostrophe$voyageur$inconnu$prétexte$valable$stop$question$doigts$pieds,jnhomme$place$long$cou$chapeau$cercle$apostrophe$voyageur$inconnu$prétexte$valable$question$doigts$pieds,
59,59,Ode,"Dans l'autobus
dans l'autobon
l'autobus S
l'autobusson
qui dans les rues
qui dans les ronds
va son chemin
à petits bonds
près de Monceau
près de Monçon
par un jour chaud
par un jour chon
un grand gamin
au cou trop long
porte un chapus
porte un chapon
dans l'autobus
dans l'autobon
Sur le chapus
sur le chapon
y a une tresse
y a une tron
dans l'autobus
dans l'autobon
et par dlassusse
et par dlasson
y a de la presse
et y a du pron
et lgrand gamin
au cou trop long
i râle un brin
i râle un bron
contre un lapsus
contre un lapon
dans l'autobus
dans l'autobon
mais le lapsus
mais le lapon
pas commodus
pas commodon
montre ses dents
montre ses dons
sur l'autobus
sur l'autobon
et lgrand gamin
au cou trop long
va mett ses fesses
va mett son fond
dans le bus S
dans le busson
sur la banquette
pour les bons cons
Sur la banquette
pour les bons cons
moi le poète
au gai pompon
19
un peu plus tard
un peu plus thon
à Saint-Lazare
à Saint-Lazon
qu'est une gare
pour les bons gons
je rvis lgamin
au cou trop long
et son pardingue
dmandait pardon
à un copain
à un copon
pour un boutus
pour un bouton
près dl'autobus
près dl'autobon
Si cette histoire
si cette histon
vous intéresse
vous interon
n'ayez de cesse
n'ayez de son
avant qu'un jour
avant qu'un jon
sur un bus S
sur un busson
vous ne voyiez
les yeux tout ronds
le grand gamin
au cou trop long
et son chapus
et son chapon
et son boutus
et son bouton
dans l'autobus
dans l'autobon
l'autobus S
l'autobusson",autobon$grand gamin$bons cons$chapus$petits bonds,autobon$grand$gamin$chapus$petits$bonds,autobon$grand$gamin$bons$cons$chapus$petits$bonds,autobon$petit$bond$grand$gamin$chapu$autobon$chapu$autobon$gamin$autobon$autobon$gamin$bon$con$bon$con$bon$autobon$grand$gamin$chapu$autobon
60,60,Permutations par groupes croissants de lettres,"Rvers unjou urlap midis ormea latef eduna rrièr sdela utobu sjape ligne njeun rçusu eauco ehomm longq
utrop taintu uipor eauen nchap dunga touré essé lontr. Nilint soudai asonvo erpell préten isinen ecelui
dantqu aitexp cifais uimarc résdel lespie hersur uefois dschaq ntaito quilmo ndaitd udesce geurs esvoya.
Onnadai ilaband apideme lleursr cussion ntladis etersur poursej elibre uneplac.
Heures pl quelques le revisd us tard je are sait evant lag grande co lazare en on avec un nversati qui lui di
camarade ireremon sait de fa ton supér ter le bou npardess ieur de so us.",heures pl$lag grande$so us,heures$pl$lag$grande$so$us,heures$pl$lag$grande$so$us,pl$us$lag$grand$so$us
61,61,Permutations par groupes croissants de mots ,"Jour un midi vers, la sur arrière plate-forme un d'de autobus ligne la j'S un aperçus jeune au homme trop
cou qui long un portait entouré chapeau un d'tressé galon. Interpella son soudain il prétendant que voisin
en exprès de celui-ci faisait sur les lui marcher fois qu'pieds chaque ou descendait il montait des
voyageurs. Ailleurs rapidement la il abandonna d'jter sur une discussion pour se place libre.
Je le revis devant quelques heures plus tard en grande conversation avec la gare Saint-Lazare disait de
faire remonter un camarade qui lui supérieur de son pardessus un peu le bouton. ",arrière plate-forme$autobus ligne$place libre$grande conversation,arrière$plate-forme$autobus$ligne$place$libre$grande$conversation,arrière$plate-forme$autobus$ligne$place$libre$grande$conversation,arrière$autobus$ligne$placer$libre$grand$conversation
62,62,Hellénismes,"Dans un hyperautobus plein de pétrolonautes, je fus martyr de ce microrama en une chronie de
métaffluence: un hypotype plus qu'icosapige avec un pétase péricyclé par caloplegme et un
macrotrachèle eucylindrique anathématise emphatiquement un éphémère et anonyme outisse, lequel, à
ce qu'il pseudolégeait, lui épivédait sur les bipodes mais, dès qu'il euryscopa une coenotopie, il se
péristropha pour s'y catapelter.
En une chronie hystère, je l'esthèsis devant le sidérodromeux stathme hagiolazarique, péripatant avec un
compsanthrophe qui lui symboulait la métacinèse d'un omphale sphincter. ",omphale sphincter,omphale$sphincter,omphale$sphincter,omphale$sphincter
63,63,Ensembliste ,"Dans l'autobus S considérons l'ensemble A des voyageurs assis et l'ensemble D des voyageurs debout. À
un certain arrêt, se trouve l'ensemble P des personnes qui attendent. Soit C l'ensemble des voyageurs qui
montent; c'est un sous-ensemble de P et il est lui-même l'union de C' l'ensemble des voyageurs qui
restent sur la plate-forme et de C'' l'ensemble de ceux qui vont s'asseoir. Démontrer que l'ensemble C'' est
vide.
Z étant l'ensemble des zazous et {z} l'intersection de Z et de C', réduite à un seul élément. À la suite de la
surjection des pieds de z sur ceux de y (élément quelconque de C' différent de z), il se produit un
ensemble M de mots prononcés par l'élément z. L'ensemble C'' étant devenu non vide, démontrer qu'il se
compose de l'unique élément z.
Soit maintenant P l'ensemble des piétons se trouvant devant la gare Saint-Lazare, {z, z'} l'intersection de
Z et de P, B l'ensemble des boutons du pardessus de z, B' l'ensemble des emplacements possibles des
dits boutons selon z', démontrer que l'injection de B dans B' n'est pas une bijection. ",ensemble p$seul élément$élément quelconque$élément z$unique élément z,p$seul$élément$élément$quelconque$élément$unique$élément,ensemble$p$élément$élément$élément$z$unique$élément$z,ensemble$ensemble$ensemble$ensemble$ensemble$ensemble$ensemble$ensemble$z$seul$élément$z$élément$quelconque$z$ensemble$élément$ensemble$unique$élément$ensemble$z$z$ensemble$z$ensemble$z
64,64,Définitionnel,"Dans un grand véhicule automobile public de transport urbain désigné par la dix-neuvième lettre de
l'alphabet, un jeune excentrique portant un surnom donné à Paris en 1942, ayant la partie du corps qui
joint la tête aux épaules s'étendant sur une certaine distance et portant sur l'extrémité supérieure du corps
une coiffure de forme variable entourée d'un ruban épais entrelacé en forme de natte - ce jeune
excentrique donc, imputant à un individu allant d'un lieu à un autre la faute consistant à déplacer ses
pieds l'un après l'autre sur les siens, se mit en route pour se mettre sur un meuble disposé pour qu'on
puisse s'y asseoir, meuble devenu non occupé.
Cent vingt minutes plus tard, je le vis de nouveau devant l'ensemble des bâtiments et des voies d'un
chemin de fer où se font le dépôt des marchandises et l'embarquement ou le débarquement des
voyageurs. Un autre jeune excentrique portant un surnom donné à Paris en 1942 lui procurait des avis sur
ce qu'il convient de faire à propos d'un cercle de métal, de corne, de bois, etc., couvert ou non d'étoffe,
servant à attacher les vêtements, en l'occurrence un vêtement masculin qu'on porte par-dessus les
autres.",jeune excentrique$grand véhicule automobile public$transport urbain$dix-neuvième lettre$certaine distance,jeune$excentrique$grand$véhicule$automobile$public$transport$urbain$dix-neuvième$lettre$certaine$distance,jeune$excentrique$grand$véhicule$automobile$public$transport$urbain$dix-neuvième$lettre$distance,grand$véhicule$automobile$public$transport$urbain$dix-neuvième$lettre$jeune$excentrique$certain$distance$jeune$excentrique$jeune$excentrique
65,65,"Tanka 
","L’autobus arrive
Un zazou à chapeau monte
Un heurt il y a
Plus tard devant Saint-Lazare
Il est question d’un bouton",zazou,zazou,zazou,zazou
66,66,Vers libres. ,"L'autobus
plein
le coeur
vide
le cou
long
le ruban
tressé
les pieds
plats
plats et aplatis
la place
vide
et l'inattendue rencontre près de la gare aux mille feux éteints
de ce coeur, de ce cou, de ce ruban, de ces pieds,
de cette place vide,
et de ce bouton. 
",place$place vide$autobus plein$coeur vide$cou long,autobus$plein$coeur$cou$long,place$place$vide$autobus$plein$coeur$vide$cou$long,autobus$plein$coeur$vide$cou$long$place$vide$coeur$cou$place$vide
67,67,"Translation 
","Dans l'Y, en un hexagone d'affouragement. Un typhon dans les trente-deux anacardiers, chapellerie
modeste avec coréopsis remplaçant la rubellite, couchette trop longue comme si on lui avait tiré dessus.
Les gentillesses descendent. Le typhon en quêteur s'irrite contre un voiturier. Il lui reproche de le
bousculer chaque fois qu'il passe quelqu'un, tondeur pleurnichard qui se veut méchant. Comme il voit une
placette libre, se précipite dessus.
Huit hexagones plus loin, je le rencontre dans la courbe de Roncq, devant la gargouille de Saint-Dizier. Il
est avec un cambreur qui lui dit: « Tu devrais faire mettre un bouton-pression supplémentaire à ton parechocs. » Il lui montre où (à l'échantillon) et pourquoi.",trente-deux anacardiers chapellerie modeste$rubellite couchette$tondeur pleurnichard$placette libre$huit hexagones,trente-deux$anacardiers$chapellerie$modeste$rubellite$couchette$tondeur$pleurnichard$placette$libre$huit$hexagones,trente-deux$anacardiers$chapellerie$modeste$rubellite$couchette$tondeur$pleurnichard$placette$libre$hexagones,trente-deux$anacardier$chapellerie$modeste$rubellite$couchette$tondeur$pleurnichard$placette$libre$hexagone
68,68,Lipogramme,"Voici.
Au stop, l'autobus stoppa. Y monta un zazou au cou trop long, qui avait sur son caillou un galurin au
ruban mou. Il s'attaqua aux panards d'un quidam dont arpions, cors, durillons sont avachis du coup; puis il
bondit sur un banc et s'assoit sur un strapontin où nul n'y figurait.
Plus tard, vis-à-vis la station saint-Machin ou saint-Truc, un copain lui disait: « Tu as à ton raglan un
bouton qu'on a mis trop haut. »
Voilà. ",ruban mou$cors durillons,ruban$mou$cors$durillons,ruban$mou$cors$durillons,ruban$mou$cor$durillon
69,69,Anglicisme,"Un dai vers middai, je tèque le beusse et je sie un jeugne manne avec une grète nèque et un hatte avec
une quainnde de lesse tressés. Soudainement ce jeugne manne bi-queumze crézé et acquiouse un
respectable seur de lui trider sur les toses. Puis il reunna vers un site eunoccupé.
A une lète aoure je le sie egaine; il vouoquait eupe et daoune devant la Ceinte Lazare stécheunne. Un
beau lui guivait un advice à propos de beutone. ",,nan,nan,
70,70,Prosthèses,"Zun bjour hvers dmidi, dsur lla aplateforme zarrière zd'hun tautobus, gnon ploin ddu éparc Omonceaux,
èje fremarquai hun éjeune phomme zau pcou strop mlong, cqui sexhibait hun tchapeau centouré d'zun
agalon stressé zau mlieu ede truban. Bsoudain, zil tinterpella sson svoisin zen aprétendant ceque tceluitci rfaisait texprès ède zlui nmarcher ssur tles rpieds tchaque gfois cqu'uil zmontait zou rdescendait édes
jvoyageurs. Hil babandonna trapidement lla xdiscussion épour sse ajeter ssur hune tplace uvide.
Gquelques cheures aplus atard, èje lle rrevis ddevant lla agare Esait-Blazare zen rgrande xconversation
zavec hun gcamarade cqui élui rdonnait édes fconseils zau tsujet dd'hun mbouton éde tson
ppppppppppppppppppardessus. ",zd hun$dd hun,zd$dd,zd$hun$dd$hun,hun$hun$hun$hun$hun
71,71,Epenthèse,"Uon jouir vears mirdi, suir lea plateforome arrièare d'uin autoibus S, joe vois uin homime aiu conu troup
loung quai poritait uin chaipeau enotouré d'uin galion tresasé avu lievu die ruaban. Tovut à covup iel
interapella soin voiisin ein préteindant quie cealui-coi faissait exaprès die luvi marocher suar leis piedos
chaique fouis qvu'ill monatait ovu desicendait deus voyagreurs. Iol abanodonna d'ailoleurs rapideument lia
discusision povur sie jeiter suir uane plabce livbre.
Quelques heubres pluis taird, jie lie rievis debvant lia gaire Savint-Lazxare ein grainde conoversation
abvec uon camacrade quzi luzi dibsait die fagire relmonter uon pelu lie bobuton surpérieir die soin
pardesssssssssssssssssssus. 
",uin$uin galion$suar leis$die soin,soin,uin$uin$galion$suar$leis$die$soin,uin$uin$uin$uin$galion$die$soin$die$suar$leis$die$die$soin
72,72,Paragoges,"Ung jourz verse midir, surl laa plateformet arrièreu d'uno autobusi, j'aperçuss uno jeuneu hommeu aux
coux tropr longg ett quie portaito ung chapeaux entourée d'ung galong tressés aux lieux deu rubann.
Soudainj, il interpellat sono voisino eno prétendanti queue celuio-cix faisaito exprèso deu luiv marcheri
surb lesq piedsa chaquex foisa quh'ile montaiti oui descendaiti desd voyageursi. Ilo abandonnat d'ailleurst
rapidemento lab discussiong pourv sei jeteri sura uneu placeu librex.
Quelquesu heuresu plusu tardu, jeu leu revisu devantu lau gareu Sainteu-Lazareu enu grandex
conversationg aveco une camaradeb quib luib disaitr dew fairex remontert leq boutonq supérieurm dek
sonj pardessussssssssssssssssssssss. ",ett quie$ung chapeaux$ung galong$lieux deu$jeu leu,lieux$jeu,ett$quie$ung$chapeaux$ung$galong$lieux$deu$jeu$leu,ett$qui$ung$chapeau$ung$galong$lieu$deu$deu$jeu$leu
73,73,Parties du discours. ,"ARTICLES :le, la, les, un, une, des, du, au.
SUBSTANTIFS : jour, midi, plate-forme, autobus, ligne S, côté, parc, Monceau, homme, cou, chapeau,
galon, lieu, coup, ruban, voisin, pieds, fois, voyageur, discussion, place, heures, gare, saint, Lazare,
conversation, camarade, échancrure, pardessus, tailleur, bouton.
ADJECTIFS : arrière, compétent, complet, entouré, grand, libre, long, tressé.
VERBES : apercevoir, porter, interpeller, prétendre, faire, marcher, monter, descendre, abandonner, jeter,
revoir, dire, diminuer, faire, remonter.
PRONOMS : je, il, se, le, lui, son, qui, celui-ci, que, chaque, tout, quelque.
ADVERBES : peu, près, fort, exprès, ailleurs, rapidement, plus, tard.
PREPOSITIONS : vers, sur, de, en, sur, devant, en, avec, par, à.
CONJONCTIONS : que, ou. ",substantifs jour midi plate-forme autobus ligne$côté parc monceau homme cou chapeau galon lieu coup ruban voisin pieds fois voyageur discussion place heures gare saint$conversation camarade échancrure pardessus tailleur bouton$adjectifs arrière compétent complet$grand libre long,substantifs$jour$midi$plate-forme$autobus$côté$parc$monceau$homme$cou$chapeau$galon$lieu$coup$ruban$pieds$fois$voyageur$discussion$place$heures$gare$saint$conversation$camarade$échancrure$pardessus$tailleur$bouton$adjectifs$arrière$compétent$complet$grand$libre$long,substantifs$jour$midi$plate-forme$autobus$ligne$côté$parc$monceau$homme$cou$chapeau$galon$lieu$coup$ruban$voisin$pieds$fois$voyageur$discussion$place$heures$gare$saint$conversation$camarade$échancrure$pardessus$tailleur$bouton$adjectifs$arrière$compétent$complet$grand$libre$long,jour$midi$autobus$ligne$côté$parc$homme$cou$chapeau$galon$lieu$coup$ruban$voisin$pied$fois$voyageur$discussion$place$heure$gare$saint$conversation$camarade$échancrure$pardessus$tailleur$bouton$arrière$compétent$complet$grand$libre$long
74,74,Métathèses ,"Un juor vres miid, sru la palte-frome aièrrre d'un aubutos, je requarmai un hmome au cuo prot logn et au
pacheau enroulé d'une srote de filecle. Soudian il prédentit qeu sno viosin liu machrait votonlairement sru
lse pides. Mias étivant la quelerle il se prépicita sru enu pacle lirbe.
Duex heuser psul trad je le rvise denavt la grae Siant-Laraze en comgnapie d'un pernosnage qiu liu
dannoit dse consiels au suejt d'u botuon.",sru enu$qiu liu,enu$qiu,sru$enu$qiu$liu,sru$liu$sru$sru$enu$qiu$liu
75,75,"Par devant par derrière. 
","Un jour par devant vers midi par derrière sur la plate-forme par devant arrière par derrière d'un autobus
par devant à peu près complet par derrière, j'aperçus par devant un homme par derrière qui avait par
devant un long cou par derrière et un chapeau par devant entouré d'un galon tressé par derrière au lieu
de ruban par devant. Tout à coup il se mit par derrière à engueuler par devant un voisin par derrière qui,
disait-il par devant, lui marchait par derrière sur les pieds par devant, chaque fois qu'il montait par derrière
des voyageurs par devant.
Puis il alla par derrière s'asseoir par devant, car une place par derrière était devenue libre par devant.
Un peu plus tard par derrière je le revis par devant la gare Saint-Lazare par derrière avec un ami par
devant qui lui donnait par derrière des conseils d'élégance. ",long cou,long$cou,long$cou,long$cou
76,76,Noms propres,"Sur la Joséphine arrière d'un Léon complet, j'aperçus un jour Théodule avec Charles le trop long et Gibus
entouré par Trissotin et pas par Rubens. Tout à coup Théodule interpella Théodose qui piétinait Laurel et
Hardy chaque fois que montaient ou descendaient des poldèves. Théodule abandonna d'ailleurs
rapidement Eris pour Laplace.
Deux Huyghens plus tard, je revis Théodule devant Saint-Lazare en grand Cicéron avec Brummel qui lui
disait de retourner chez O'Rossen pour faire remonter Jules de trois centimètres.",joséphine arrière$léon complet$trois centimètres$théodule,joséphine$arrière$léon$complet$trois$centimètres$théodule,joséphine$arrière$léon$complet$centimètres$théodule,arrière$complet$trois$centimètre
77,77,Loucherbem,"Un lourjingue vers lidimège sur la lateformeplic arrière d'un lobustotem, je gaffe un lypètinge avec un long
loukem et un lapeauchard entouré d'un lalongif au lieu de lubanrogue. Soudain il se met à lenlèguer son
loisinvé parce qu'il lui larchemait sur les miépouilles. Mais pas lavèbre il se trissa vers une lacepème
lidévée.
Plus tard je le gaffe devant la laregame Laintsoin Lazarelouille avec un lypetogue dans son lenregome qui
lui donnait des lonseilcons à propos d'un loutonbé.
",,nan,nan,
78,78,Javanais,"Unvin jovur vevers mividin suvur unvin vautobobuvus deveu lava livigneve essève, jeveu vapeverçuvus
unvin jeveunovomme vavecunvin lonvong couvou evet unvin chavapoveau envantouvourévé pavar uvune
fivicevelle ovau heuveu deveu ruvubanvan. Toutvoutavoucou ivil invinterverpevellava sonvon
voisouasinvin envan prévetenvandenvant quivil luivui marcharvaichait suvur leves piévieds. Ivil
avabanvandovonnava ravapivideveumenvant lava diviscuvussivion povur seveu jevetéver suvur uvune
plavaceveu livibreveu.
Deveux heuveureuves pluvus tavard jeveu leveu reveuvivis deveuvanvant lava gavare SainvingtLavazavareveu evant granvandeveu convorseversavativion avvévec uvin cavamavaravadeveu quivi luivui
divisaitvait deveu divimivinivinuvuer l'évéchanvancruvure deveu sonvon pavardeveusseuvus envan
faivaisavant revemonvontéver pavar quévelquinvun deveu comvonpévétenvant leveu bouvoutonvon
suvupévérivieur duvu pavardeveussuvus evan quiévestivion. ",deveu$unvin$suvur$jeveu$pavar,deveu,deveu$unvin$suvur$jeveu$pavar,suvur$unvin$deveu$jeveu$unvin$unvin$pavar$deveu$suvur$suvur$jeveu$deveu$deveu$pavar$deveu
79,79,"Antonymique. 
","Minuit. Il pleut. Les autobus passent presque vides. Sur le capot d'un ai du côté de la bastille, un vieillard
qui a la tête rentrée dans les épaules et ne porte pas de chapeau remercie une dame placée très loin de
lui parce qu'elle lui caresse les mains. Puis il va se mettre debout sur les genoux d'un monsieur qui
occupe toujours sa place.
Deux heures plus tôt, derrière la gare de Lyon, ce vieillard se bouchait les oreilles pour ne pas entendre
un clochard qui se refusait à dire qu'il lui fallait descendre d'un cran le bouton inférieur de son caleçon. ",tête rentrée$deux heures$bouton inférieur,tête$rentrée$deux$heures$bouton$inférieur,tête$rentrée$heures$bouton$inférieur,tête$rentrer$heure$bouton$inférieur
80,80,Macaronique ,"Sol erat in regionem zenithi et calor atmospheri magnissima. Senatus populusque parisiensis sudebant.
Autobi passebant completi. In uno ex supradicti autobibus qui S denominationem portebat, hominem
quasi junum, cum collo multi elongato et cum chapito a galono tressato cerclaro vidi. Iste junior insultavit
alterum hominem qui proximus erat pietinat, inquit, pedes meos post deliberationem animae tuae. Tunc
sedem libram vidente, cucurrit la.
Sol duas horas in coelo habebat descendues, Sancti Lazari stationem ferrocaminorum passente devant,
junum supradictum cum altero ejusdem farinae qui arbiter elegantiarum erat et qui apropo uno ex boutonis
capae junioris consilium donebat vidi.",sol erat in$in uno$cum collo multi$iste junior$alterum hominem,sol$in$in$multi$iste$junior$alterum,sol$erat$in$in$uno$cum$collo$multi$iste$junior$alterum$hominem,erat$in$uno$hominem$cum$collo$multi$cum$junior$alterum$hominem$erat$in$cum$erat$uno
81,81,"Homphonique 
","Ange ouvert m'y dit sur la pelle à deux formes d'un haut obus (est-ce?), j'à peine sus un je nomme (ô
Coulomb!) avec de l'adresse autour du chat beau. Sous daim, il entrepella son veau à zinc qui (dix hait-
il?) lui maraîcher sur l'évier ex-pré. Mais en veau (hi! han!) une pelle à ce vide ici près six bêtas à
bandeau non l'a dit ce cul: Sion.
Un peuple hue tard jeune viking par relais de vents la garce (un l'a tzar)! Un nain dit ""vi eus lu"" idoine haie
dès qu'on scelle à peu rot pot debout. Hon! ",deux formes$haut obus$chat beau$six bêtas$cul sion,deux$formes$haut$obus$chat$beau$six$bêtas$cul$sion,formes$haut$obus$chat$beau$bêtas$cul$sion,deux$forme$haut$obu$chat$beau$six$bêta$cul
82,82,"Italianismes 
","Oune giorne en pleiné merigge, ié saille sulla plataforme d'oune otobousse et là quel ouome ié vidis? ié
vidis oune djiovanouome au longué col avé de la treccie otour dou cappel. Et lé ditto djiovanouome
oltragge ouno pouovre ouome à qui il rimproveravait de lui pester les pieds et il ne lui pestarait noullément
les pieds, mais quand il vidit oune sédie vouote, il corrit por sedersilà.
À oune ouore dè l`, ié lé révidis qui ascolait les consigles d'oune bellimbouste et zerbinoote a proposto
d'oune bouttoné dé pardéssousse ",oune$ié$col avé$lé ditto$ié lé,,oune$ié$col$avé$lé$ditto$ié$lé,ié$oune$ié$ié$oune$col$avé$lé$ditto$oune$oune$ié$lé$oune$oune
83,83,Poor lay Zanglay ,"Ung joor vare meedee ger preelotobus poor la port Changparay. Eel aytay congplay, praysk. Jer mongtay
kang maym ay lar jer ay ger vee ung ohm ahvayk ung long coo ay ung chahrpo hangtooray dunn saughrt
der feessel trayssay. Sir mirssyer sir mee ang caughlayr contrer ung ingdeeveeduh kee luhee marshay
suhr lay peehay, puhee eel arlah sarsswar.
Ung per plus tarh jer ler rervee dervang lahr Garsinglahzahr ang congparhrgnee d'ung dangdee kee luhee
congsayhiay der fare rermongtay d'ung crang ler bootong der song pahrdessuh. ",ung$ay lar jer ay ger vee ung ohm$ung long coo ay ung$sir mee ang$jer ler,lar$long,ung$ay$lar$jer$ay$ger$vee$ung$ohm$ung$long$coo$ay$ung$sir$mee$ang$jer$ler,ger$ay$lar$jer$ay$ger$vee$ung$ohm$ung$long$coo$ay$ung$sir$mee$ang$ung$jer$ler$ang$ung$ung$ler
